Pressure (bar),Flow (L/min),Flow (mL/s)
5.3442,1.0561,1.7602
5.3461,1.0561,1.7602
5.3442,1.0561,1.7602
5.3481,1.0561,1.7602
5.3442,1.0561,1.7602
5.3501,1.0561,1.7602
5.3442,0.0,0.0
5.3422,0.0,0.0
5.3422,0.0,0.0
5.354,0.0,0.0
5.3303,0.0,0.0
5.3521,0.0,0.0
5.3442,0.0,0.0
5.3442,0.0,0.0
5.3442,0.0,0.0
5.354,0.0,0.0
5.3382,0.0,0.0
5.3442,0.0,0.0
5.3442,0.0,0.0
5.3481,0.0,0.0
5.3461,0.0,0.0
5.3442,0.0,0.0
5.354,0.0,0.0
5.3422,0.0,0.0
5.354,0.0,0.0
5.3461,0.0,0.0
5.3619,0.0,0.0
5.3402,0.0,0.0
5.3442,0.0,0.0
5.3402,0.0,0.0
5.3442,0.0,0.0
5.3442,0.0,0.0
5.3442,0.0,0.0
5.3461,0.0,0.0
5.3481,0.0,0.0
5.3442,0.0,0.0
5.3382,0.0,0.0
5.358,0.0,0.0
5.3461,0.0,0.0
5.3442,0.0,0.0
5.3442,0.0,0.0
5.354,0.0,0.0
5.3442,0.0,0.0
5.3402,0.0,0.0
5.2948,0.0,0.0
5.354,0.0,0.0
5.354,0.0,0.0
5.3481,0.0,0.0
5.3442,0.0,0.0
5.358,0.0,0.0
5.3738,0.0,0.0
5.3895,0.0,0.0
5.356,0.0,0.0
5.354,0.0,0.0
5.3224,0.0,0.0
5.3481,0.0,0.0
5.4073,0.0,0.0
5.3422,0.0,0.0
5.3777,0.0,0.0
5.3422,0.0,0.0
5.3382,0.0,0.0
5.3521,0.0,0.0
5.3185,0.0,0.0
5.4073,0.0,0.0
5.3442,0.0,0.0
5.3442,0.0,0.0
5.3422,0.0,0.0
5.3442,0.0,0.0
5.3402,0.0,0.0
5.3442,0.0,0.0
5.3442,0.0,0.0
5.3402,0.0,0.0
5.3343,0.0,0.0
5.3422,0.0,0.0
5.3442,0.0,0.0
5.3402,0.0,0.0
5.3442,0.0,0.0
5.3422,0.0,0.0
5.3422,0.0,0.0
5.3659,0.0,0.0
5.3343,0.0,0.0
5.3442,0.0,0.0
5.3442,0.0,0.0
5.3402,0.0,0.0
